Author,Work,WorkID
Hippocrates,Of the Prognostics,tlg0627.tlg003
Hippocrates,Prognosticon (OGL),tlg0627.tlg003_OGL
Hippocrates,On Regimen in Acute Diseases,tlg0627.tlg004
Hippocrates,De diaeta in morbis acutis (OGL),tlg0627.tlg004_OGL
Hippocrates,De diaeta acutorum,tlg0627.tlg005
Hippocrates,De diaeta acutorum (spurium) (OGL),tlg0627.tlg005_OGL
Hippocrates,The Epidemics,tlg0627.tlg006
Hippocrates,Epidemiarum (OGL),tlg0627.tlg006_OGL
Hippocrates,On Injuries of the Head,tlg0627.tlg007
Hippocrates,De capitis vulneribus (OGL),tlg0627.tlg007_OGL
Hippocrates,On the Surgery,tlg0627.tlg008
Hippocrates,De officina medici (OGL),tlg0627.tlg008_OGL
Hippocrates,On Fractures,tlg0627.tlg009
Hippocrates,De fracturis (OGL),tlg0627.tlg009_OGL
Hippocrates,On the Articulations,tlg0627.tlg010
Hippocrates,De articulis (OGL),tlg0627.tlg010_OGL
Hippocrates,Mochlicus,tlg0627.tlg011
Hippocrates,Vectiarius (OGL),tlg0627.tlg011_OGL
Hippocrates,Aphorisms,tlg0627.tlg012
Hippocrates,Aphorismi (OGL),tlg0627.tlg012_OGL
Hippocrates,Oath,tlg0627.tlg013
Hippocrates,Iusiurandum (OGL),tlg0627.tlg013_OGL
Hippocrates,Lex (OGL),tlg0627.tlg014_OGL
Hippocrates,De humoribus (OGL),tlg0627.tlg015_OGL
Hippocrates,Prorrheticon I (OGL),tlg0627.tlg016_OGL
Hippocrates,Coa praesagia (OGL),tlg0627.tlg017_OGL
Hippocrates,De arte (OGL),tlg0627.tlg018_OGL
Hippocrates,De natura hominis (OGL),tlg0627.tlg019_OGL
Hippocrates,De salubri diaeta (OGL),tlg0627.tlg020_OGL
Hippocrates,De flatibus (OGL),tlg0627.tlg021_OGL
Hippocrates,De liquidorum usu (OGL),tlg0627.tlg022_OGL
Hippocrates,De morbis i-iii (OGL),tlg0627.tlg023_OGL
Hippocrates,De genitura (OGL),tlg0627.tlg024a_OGL
Hippocrates,De natura pueri (OGL),tlg0627.tlg024b_OGL
Hippocrates,De affectionibus (OGL),tlg0627.tlg025_OGL
Hippocrates,De locis in homine (OGL),tlg0627.tlg026_OGL
Hippocrates,On the Sacred Disease,tlg0627.tlg027
Hippocrates,De morbo sacro (OGL),tlg0627.tlg027_OGL
Hippocrates,On Ulcers,tlg0627.tlg028
Hippocrates,De ulceribus (OGL),tlg0627.tlg028_OGL
Hippocrates,On Hemorrhoids,tlg0627.tlg029
Hippocrates,De haemorrhoidibus (OGL),tlg0627.tlg029_OGL
Hippocrates,De fistulis,tlg0627.tlg030
Hippocrates,De fistulis (OGL),tlg0627.tlg030_OGL
Hippocrates,De diaeta (OGL),tlg0627.tlg031_OGL
Hippocrates,De affectionibus interioribus (OGL),tlg0627.tlg032_OGL
Hippocrates,De natura muliebri (OGL),tlg0627.tlg033_OGL
Hippocrates,De octimestri partu (OGL),tlg0627.tlg035_OGL
Hippocrates,De muliebribus (OGL),tlg0627.tlg036_OGL
Hippocrates,De virginum morbis (OGL),tlg0627.tlg037_OGL
Hippocrates,De superfoetatione (OGL),tlg0627.tlg038_OGL
Hippocrates,De exsectione foetus (OGL),tlg0627.tlg039_OGL
Hippocrates,De anatomia (OGL),tlg0627.tlg040_OGL
Hippocrates,De dentitione (OGL),tlg0627.tlg041_OGL
Hippocrates,De glandulis (OGL),tlg0627.tlg042_OGL
Hippocrates,De carnibus (OGL),tlg0627.tlg043_OGL
Hippocrates,De corde (OGL),tlg0627.tlg045_OGL
Hippocrates,Nutriment,tlg0627.tlg046
Hippocrates,De alimento (OGL),tlg0627.tlg046_OGL
Hippocrates,De visu (OGL),tlg0627.tlg047_OGL
Hippocrates,De natura ossium (OGL),tlg0627.tlg048_OGL
Hippocrates,De medico (OGL),tlg0627.tlg049_OGL
Hippocrates,De habitu decenti (OGL),tlg0627.tlg050_OGL
Hippocrates,Precepts,tlg0627.tlg051
Hippocrates,Praeceptiones (OGL),tlg0627.tlg051_OGL
Hippocrates,De crisibus (OGL),tlg0627.tlg052_OGL
Hippocrates,De diebus criticis (OGL),tlg0627.tlg053_OGL
Hippocrates,"Epistulae, Decretum, Orationes (OGL)",tlg0627.tlg055_OGL
Hippolytus,Refutatio Omnium Haeresium (= Philosophumena) (OGL),tlg2115.tlg060_OGL
Hipponax,Fragmentum (128) (OGL),tlg0233.tlg001_OGL
Homer,Iliad,tlg0012.tlg001
Homer,Odyssey,tlg0012.tlg002
Homer,Epigrams,tlg0012.tlg003
Homeric Hymns,Hymn 1 to Dionysus,tlg0013.tlg001
Homeric Hymns,Hymn 2 to Demeter,tlg0013.tlg002
Homeric Hymns,Hymn 3 to Apollo,tlg0013.tlg003
Homeric Hymns,Hymn 4 to Hermes,tlg0013.tlg004
Homeric Hymns,Hymn 5 to Aphrodite,tlg0013.tlg005
Homeric Hymns,Hymn 6 to Aphrodite,tlg0013.tlg006
Homeric Hymns,Hymn 7 to Dionysus,tlg0013.tlg007
Homeric Hymns,Hymn 8 to Ares,tlg0013.tlg008
Homeric Hymns,Hymn 9 to Artemis,tlg0013.tlg009
Homeric Hymns,Hymn 10 to Aphrodite,tlg0013.tlg010
Homeric Hymns,Hymn 11 to Athena,tlg0013.tlg011
Homeric Hymns,Hymn 12 to Hera,tlg0013.tlg012
Homeric Hymns,Hymn 13 to Demeter,tlg0013.tlg013
Homeric Hymns,Hymn 14 to the Mother of the Gods,tlg0013.tlg014
Homeric Hymns,Hymn 15 to Heracles,tlg0013.tlg015
Homeric Hymns,Hymn 16 to Asclepius,tlg0013.tlg016
Homeric Hymns,Hymn 17 To the Dioscuri,tlg0013.tlg017
Homeric Hymns,Hymn 18 to Hermes,tlg0013.tlg018
Homeric Hymns,Hymn 19 to Pan,tlg0013.tlg019
Homeric Hymns,Hymn 20 to Hephaestus,tlg0013.tlg020
Homeric Hymns,Hymn 21 to Apollo,tlg0013.tlg021
Homeric Hymns,Hymn 22 to Poseidon,tlg0013.tlg022
Homeric Hymns,Hymn 23 to Zeus,tlg0013.tlg023
Homeric Hymns,Hymn 24 to Hestia,tlg0013.tlg024
Homeric Hymns,Hymn 25 to the Muses and Apollo,tlg0013.tlg025
Homeric Hymns,Hymn 26 to Dionysus,tlg0013.tlg026
Homeric Hymns,Hymn 27 to Artemis,tlg0013.tlg027
Homeric Hymns,Hymn 28 to Athena,tlg0013.tlg028
Homeric Hymns,Hymn 29 to Hestia,tlg0013.tlg029
Homeric Hymns,Hymn 30 to Earth,tlg0013.tlg030
Homeric Hymns,Hymn 31 to Helios,tlg0013.tlg031
Homeric Hymns,Hymn 32 to Selene,tlg0013.tlg032
Homeric Hymns,Hymn 33 to the Dioscuri,tlg0013.tlg033
Hyperides,In Defence of Lycophron,tlg0030.tlg001
Hyperides,Against Philippides,tlg0030.tlg002
Hyperides,Against Athenogenes,tlg0030.tlg003
Hyperides,In Defence of Euxenippus,tlg0030.tlg004
Hyperides,Against Demosthenes,tlg0030.tlg005
Hyperides,Funeral Oration,tlg0030.tlg006
Iamblichus,De Vita Pythagorica (OGL),tlg2023.tlg001_OGL
Iamblichus,Protrepticus (OGL),tlg2023.tlg002_OGL
Iamblichus,De communi mathematica scientia (OGL),tlg2023.tlg003_OGL
Iamblichus,In Nicomachi Arithmeticam Introductionem (OGL),tlg2023.tlg004_OGL
Iamblichus,De Mysteriis (OGL),tlg2023.tlg006_OGL
Iamblichus (Scr. Erot.),Babyloniaca (OGL),tlg1441.tlg001_OGL
Iamblichus Alchemista,Fragmentum alchemica (OGL),tlg2140.tlg001_OGL
Ignatius of Antioch,Epistulae vii genuinae (OGL),tlg1443.tlg001_OGL
Ignatius of Antioch,Epistulae interpolatae et epistulae suppositiciae (recensio longior) [Sp.] (OGL),tlg1443.tlg002_OGL
"Irenaeus, Saint, Bishop of Lyon",Libros quinque adversus haereses (OGL),tlg1447.tlg001_OGL
"Irenaeus, Saint, Bishop of Lyon",Fragmenta Synodicae Epistulae. (OGL),tlg1447.tlg009_OGL
Isaeus,On The Estate of Cleonymus,tlg0017.tlg001
Isaeus,On the Estate of Menecles,tlg0017.tlg002
Isaeus,On The Estate Of Pyrrhus,tlg0017.tlg003
Isaeus,On the Estate of Nicostratus,tlg0017.tlg004
Isaeus,On the Estate of Dicaeogenes,tlg0017.tlg005
Isaeus,On the Estate of Philoctemon,tlg0017.tlg006
Isaeus,On The Estate of Apollodorus,tlg0017.tlg007
Isaeus,On The Estate of Ciron,tlg0017.tlg008
Isaeus,On the Estate of Astyphilus,tlg0017.tlg009
Isaeus,On The Estate of Aristarchus,tlg0017.tlg010
Isaeus,On the Estate of Hagnias,tlg0017.tlg011
Isaeus,On Behalf of Euphiletus,tlg0017.tlg012
"Isidore, of Charax",Mansiones Parthicae (OGL),tlg0070.tlg001_OGL
Isocrates,Against Euthynus,tlg0010.tlg001
Isocrates,Against Callimachus,tlg0010.tlg002
Isocrates,Against Lochites,tlg0010.tlg003
Isocrates,Concerning the Team of Horses,tlg0010.tlg004
Isocrates,Trapeziticus,tlg0010.tlg005
Isocrates,Aegineticus,tlg0010.tlg006
Isocrates,To Demonicus,tlg0010.tlg007
Isocrates,Against the Sophists,tlg0010.tlg008
Isocrates,Helen,tlg0010.tlg009
Isocrates,Busiris,tlg0010.tlg010
Isocrates,Panegyricus,tlg0010.tlg011
Isocrates,Plataicus,tlg0010.tlg012
Isocrates,To Nicocles,tlg0010.tlg013
Isocrates,Nicocles or the Cyprians,tlg0010.tlg014
Isocrates,Evagoras,tlg0010.tlg015
Isocrates,To Archidamus,tlg0010.tlg016
Isocrates,On the Peace,tlg0010.tlg017
Isocrates,Areopagiticus,tlg0010.tlg018
Isocrates,Antidosis,tlg0010.tlg019
Isocrates,To Philip,tlg0010.tlg020
Isocrates,Panathenaicus,tlg0010.tlg021
Isocrates,To Dionysius,tlg0010.tlg022
Isocrates,To the Children of Jason,tlg0010.tlg023
Isocrates,To Archidamus,tlg0010.tlg024
Isocrates,To the Rulers of the Mytilenaeans,tlg0010.tlg025
Isocrates,To Timotheus,tlg0010.tlg026
Isocrates,"To Philip, I",tlg0010.tlg027
Isocrates,To Alexander,tlg0010.tlg028
Isocrates,To Antipater,tlg0010.tlg029
Isocrates,"To Philip, II",tlg0010.tlg030
John Philoponus,In Aristotelis Categorias Commentarium (OGL),tlg4015.tlg001_OGL
John Philoponus,In Aristotelis Analytica Priora Commentaria (OGL),tlg4015.tlg002_OGL
John Philoponus,In Aristotelis Analytica Posteriora Commentaria (OGL),tlg4015.tlg004_OGL
John Philoponus,In Aristotelis Meteorologicorum Librum Primum Commentarium (OGL),tlg4015.tlg005_OGL
John Philoponus,In Aristotelis Libros De Generatione Et Corruptione Commentaria (OGL),tlg4015.tlg006_OGL
John Philoponus,In Libros De Generatione Animalium Commentaria (OGL),tlg4015.tlg007_OGL
John Philoponus,In Aristotelis Libros De Anima Commentaria (OGL),tlg4015.tlg008_OGL
John Philoponus,In Aristotelis Physicorum Libros Commentaria (OGL),tlg4015.tlg009_OGL
"John of Damascus, Saint",Vita Barlaam et Joasaph,tlg2934.tlg066
"Julian, Emperor of Rome",Panegyric in Honor of the Emperor Constantinus,tlg2003.tlg001
"Julian, Emperor of Rome",Panegyric on the Empress Eusebia,tlg2003.tlg002
"Julian, Emperor of Rome","The Heroic Deeds of the Emperor Constantius, or on Kingship",tlg2003.tlg003
"Julian, Emperor of Rome",A Consolation to Himself Upon the Departure of the Excellent Sallust,tlg2003.tlg004
"Julian, Emperor of Rome",Letter to the Senate and the People of Athens,tlg2003.tlg005
"Julian, Emperor of Rome",Letter to Themistius the Philosopher,tlg2003.tlg006
"Julian, Emperor of Rome",To the Cynic Heracleios,tlg2003.tlg007
"Julian, Emperor of Rome",Hymn to the Mother of the Gods,tlg2003.tlg008
"Julian, Emperor of Rome",To the Uneducated Cynics,tlg2003.tlg009
"Julian, Emperor of Rome",The Caesars,tlg2003.tlg010
"Julian, Emperor of Rome",Hymn to King Helios Dedicated to Sallust,tlg2003.tlg011
"Julian, Emperor of Rome",Misopogon,tlg2003.tlg012
"Julian, Emperor of Rome",Epistolae,tlg2003.tlg013
"Julian, Emperor of Rome",tlg017,tlg2003.tlg017
Julius Pollux,Onomasticon (OGL),tlg0542.tlg001_OGL
Justin Martyr,Apologia I (OGL),tlg0645.tlg001_OGL
Justin Martyr,Apologia secunda (OGL),tlg0645.tlg002_OGL
Justin Martyr,Dialogue with Trypho (OGL),tlg0645.tlg003_OGL
Lesbonax (Rhetorician),Protrepticus A (OGL),tlg0649.tlg002_OGL
Lesbonax (Rhetorician),Protrepticus B (OGL),tlg0649.tlg003_OGL
Libanius,Epistles (OGL),tlg2200.tlg001_OGL
Libanius,Oratio 1 (OGL),tlg2200.tlg00401_OGL
Libanius,Oratio 2 (OGL),tlg2200.tlg00402_OGL
Libanius,Oratio 3 (OGL),tlg2200.tlg00403_OGL
Libanius,Oratio 4 (OGL),tlg2200.tlg00404_OGL
Libanius,Oratio 5 (OGL),tlg2200.tlg00405_OGL
Libanius,Oratio 6 (OGL),tlg2200.tlg00406_OGL
Libanius,Oratio 7 (OGL),tlg2200.tlg00407_OGL
Libanius,Oratio 8 (OGL),tlg2200.tlg00408_OGL
Libanius,Oratio 9 (OGL),tlg2200.tlg00409_OGL
Libanius,Oratio 10 (OGL),tlg2200.tlg00410_OGL
Libanius,Oratio 11 (OGL),tlg2200.tlg00411_OGL
Libanius,Oratio 26 (OGL),tlg2200.tlg00426_OGL
Libanius,Oratio 27 (OGL),tlg2200.tlg00427_OGL
Libanius,Oratio 28 (OGL),tlg2200.tlg00428_OGL
Libanius,Oratio 29 (OGL),tlg2200.tlg00429_OGL
Libanius,Oratio 30 (OGL),tlg2200.tlg00430_OGL
Libanius,Oratio 31 (OGL),tlg2200.tlg00431_OGL
Libanius,Oratio 32 (OGL),tlg2200.tlg00432_OGL
Libanius,Oratio 33 (OGL),tlg2200.tlg00433_OGL
Libanius,Oratio 34 (OGL),tlg2200.tlg00434_OGL
Libanius,Oratio 35 (OGL),tlg2200.tlg00435_OGL
Libanius,Oratio 36 (OGL),tlg2200.tlg00436_OGL
Libanius,Oratio 37 (OGL),tlg2200.tlg00437_OGL
Libanius,Oratio 38 (OGL),tlg2200.tlg00438_OGL
Libanius,Oratio 39 (OGL),tlg2200.tlg00439_OGL
Libanius,Oratio 40 (OGL),tlg2200.tlg00440_OGL
Libanius,Oratio 41 (OGL),tlg2200.tlg00441_OGL
Libanius,Oratio 42 (OGL),tlg2200.tlg00442_OGL
Libanius,Oratio 43 (OGL),tlg2200.tlg00443_OGL
Libanius,Oratio 44 (OGL),tlg2200.tlg00444_OGL
Libanius,Oratio 45 (OGL),tlg2200.tlg00445_OGL
Libanius,Oratio 46 (OGL),tlg2200.tlg00446_OGL
Libanius,Oratio 47 (OGL),tlg2200.tlg00447_OGL
Libanius,Oratio 48 (OGL),tlg2200.tlg00448_OGL
Libanius,Oratio 49 (OGL),tlg2200.tlg00449_OGL
Libanius,Oratio 50 (OGL),tlg2200.tlg00450_OGL
Libanius,Oratio 51 (OGL),tlg2200.tlg00451_OGL
Libanius,Oratio 52 (OGL),tlg2200.tlg00452_OGL
Libanius,Oratio 53 (OGL),tlg2200.tlg00453_OGL
Libanius,Oratio 54 (OGL),tlg2200.tlg00454_OGL
Libanius,Oratio 55 (OGL),tlg2200.tlg00455_OGL
Libanius,Oratio 56 (OGL),tlg2200.tlg00456_OGL
Libanius,Oratio 57 (OGL),tlg2200.tlg00457_OGL
Libanius,Oratio 58 (OGL),tlg2200.tlg00458_OGL
Libanius,Oratio 59 (OGL),tlg2200.tlg00459_OGL
Libanius,Oratio 60 (OGL),tlg2200.tlg00460_OGL
Libanius,Oratio 61 (OGL),tlg2200.tlg00461_OGL
Libanius,Oratio 62 (OGL),tlg2200.tlg00462_OGL
Libanius,Oratio 63 (OGL),tlg2200.tlg00463_OGL
Libanius,Oratio 64 (OGL),tlg2200.tlg00464_OGL
Libanius,Declamatio 1 (OGL),tlg2200.tlg00501_OGL
Libanius,Declamatio 2 (OGL),tlg2200.tlg00502_OGL
Libanius,Declamatio 3 (OGL),tlg2200.tlg00503_OGL
Libanius,Declamatio 4 (OGL),tlg2200.tlg00504_OGL
Libanius,Declamatio 5 (OGL),tlg2200.tlg00505_OGL
Libanius,Declamatio 6 (OGL),tlg2200.tlg00506_OGL
Libanius,Declamatio 7 (OGL),tlg2200.tlg00507_OGL
Libanius,Declamatio 8 (OGL),tlg2200.tlg00508_OGL
Libanius,Declamatio 9 (OGL),tlg2200.tlg00509_OGL
Libanius,Declamatio 10 (OGL),tlg2200.tlg00510_OGL
Libanius,Declamatio 11 (OGL),tlg2200.tlg00511_OGL
Libanius,Declamatio 12 (OGL),tlg2200.tlg00512_OGL
Libanius,Declamatio 13 (OGL),tlg2200.tlg00513_OGL
Libanius,Declamatio 14 (OGL),tlg2200.tlg00514_OGL
Libanius,Declamatio 15 (OGL),tlg2200.tlg00515_OGL
Libanius,Declamatio 16 (OGL),tlg2200.tlg00516_OGL
Libanius,Declamatio 17 (OGL),tlg2200.tlg00517_OGL
Libanius,Declamatio 18 (OGL),tlg2200.tlg00518_OGL
Libanius,Declamatio 19 (OGL),tlg2200.tlg00519_OGL
Libanius,Declamatio 20 (OGL),tlg2200.tlg00520_OGL
Libanius,Declamatio 21 (OGL),tlg2200.tlg00521_OGL
Libanius,Declamatio 22 (OGL),tlg2200.tlg00522_OGL
Libanius,Declamatio 23 (OGL),tlg2200.tlg00523_OGL
Libanius,Declamatio 24 (OGL),tlg2200.tlg00524_OGL
Libanius,Declamatio 25 (OGL),tlg2200.tlg00525_OGL
Libanius,Declamatio 26 (OGL),tlg2200.tlg00526_OGL
Libanius,Declamatio 27 (OGL),tlg2200.tlg00527_OGL
Libanius,Declamatio 28 (OGL),tlg2200.tlg00528_OGL
Libanius,Declamatio 29 (OGL),tlg2200.tlg00529_OGL
Libanius,Declamatio 30 (OGL),tlg2200.tlg00530_OGL
Libanius,Declamatio 31 (OGL),tlg2200.tlg00531_OGL
Libanius,Declamatio 32 (OGL),tlg2200.tlg00532_OGL
Libanius,Declamatio 33 (OGL),tlg2200.tlg00533_OGL
Libanius,Declamatio 34 (OGL),tlg2200.tlg00534_OGL
Libanius,Declamatio 35 (OGL),tlg2200.tlg00535_OGL
Libanius,Declamatio 36 (OGL),tlg2200.tlg00536_OGL
Libanius,Declamatio 37 (OGL),tlg2200.tlg00537_OGL
Libanius,Declamatio 38 (OGL),tlg2200.tlg00538_OGL
Libanius,Declamatio 39 (OGL),tlg2200.tlg00539_OGL
Libanius,Declamatio 40 (OGL),tlg2200.tlg00540_OGL
Libanius,Declamatio 41 (OGL),tlg2200.tlg00541_OGL
Libanius,Declamatio 42 (OGL),tlg2200.tlg00542_OGL
Libanius,Declamatio 43 (OGL),tlg2200.tlg00543_OGL
Libanius,Declamatio 44 (OGL),tlg2200.tlg00544_OGL
Libanius,Declamatio 45 (OGL),tlg2200.tlg00545_OGL
Libanius,Declamatio 46 (OGL),tlg2200.tlg00546_OGL
Libanius,Declamatio 47 (OGL),tlg2200.tlg00547_OGL
Libanius,Declamatio 48 (OGL),tlg2200.tlg00548_OGL
Libanius,Declamatio 49 (OGL),tlg2200.tlg00549_OGL
Libanius,Declamatio 50 (OGL),tlg2200.tlg00550_OGL
Libanius,Declamatio 51 (OGL),tlg2200.tlg00551_OGL
Libanius,Characteres Epistolici [Sp.] (OGL),tlg2200.tlg008_OGL
Liber Enoch,Apocalypsis Enochi (OGL),tlg1463.tlg001_OGL
Longinus,On the Sublime,tlg0560.tlg001
Longus,Daphnis and Chloe,tlg0561.tlg001
Lucian of Samosata,"Phalaris, I",tlg0062.tlg001
Lucian of Samosata,"Hippias, or the Bath",tlg0062.tlg002
Lucian of Samosata,"Dionysus, an Introductory Lecture",tlg0062.tlg003
Lucian of Samosata,"Heracles, an Introductory Lecture",tlg0062.tlg004
Lucian of Samosata,Swans and Amber,tlg0062.tlg005
Lucian of Samosata,"The Fly, an Appreciation",tlg0062.tlg006
Lucian of Samosata,Nigrinus,tlg0062.tlg007
Lucian of Samosata,Life of Demonax,tlg0062.tlg008
Lucian of Samosata,The Hall,tlg0062.tlg009
Lucian of Samosata,Patriotism,tlg0062.tlg010
Lucian of Samosata,Octogenerians,tlg0062.tlg011
Lucian of Samosata,A True History,tlg0062.tlg012
Lucian of Samosata,"Slander, a Warning",tlg0062.tlg013
Lucian of Samosata,Trial in the Court of Vowels,tlg0062.tlg014
Lucian of Samosata,A Feast of Lapithae,tlg0062.tlg015
Lucian of Samosata,The Ferry,tlg0062.tlg016
Lucian of Samosata,Zeus Cross-examined,tlg0062.tlg017
Lucian of Samosata,Zeus the Tragedian,tlg0062.tlg018
Lucian of Samosata,The Cock,tlg0062.tlg019
Lucian of Samosata,Prometheus on Caucasus,tlg0062.tlg020
Lucian of Samosata,"Icaromenippus, an Aerial Expedition",tlg0062.tlg021
Lucian of Samosata,Timon the Misanthrope,tlg0062.tlg022
Lucian of Samosata,Charon,tlg0062.tlg023
Lucian of Samosata,The Sale of Lives,tlg0062.tlg024
Lucian of Samosata,The Fisher,tlg0062.tlg025
Lucian of Samosata,The Double Indictment,tlg0062.tlg026
Lucian of Samosata,Of Sacrifice,tlg0062.tlg027
Lucian of Samosata,Remarks Addressed To an Illiterate Book-fancier,tlg0062.tlg028
Lucian of Samosata,The Dream,tlg0062.tlg029
Lucian of Samosata,The Parasite: a Demonstration that Sponging is a Profession,tlg0062.tlg030
Lucian of Samosata,The Liar,tlg0062.tlg031
Lucian of Samosata,The Judgement of the Goddesses,tlg0062.tlg032
Lucian of Samosata,The Dependent Scholar,tlg0062.tlg033
Lucian of Samosata,"Anacharsis, a Discussion of Physical Training",tlg0062.tlg034
Lucian of Samosata,Menippus,tlg0062.tlg035
Lucian of Samosata,Of Mourning,tlg0062.tlg036
Lucian of Samosata,The Rhetorician’s Vade Mecum,tlg0062.tlg037
Lucian of Samosata,Alexander the Oracle-monger,tlg0062.tlg038
Lucian of Samosata,A Portrait-study,tlg0062.tlg039
Lucian of Samosata,Defence of the ‘portrait-study’,tlg0062.tlg040
Lucian of Samosata,The Goddesse of Surrye,tlg0062.tlg041
Lucian of Samosata,The Death of Peregrine,tlg0062.tlg042
Lucian of Samosata,The Runaways,tlg0062.tlg043
Lucian of Samosata,"Toxaris; Or, Friendship",tlg0062.tlg044
Lucian of Samosata,Of Pantomime,tlg0062.tlg045
Lucian of Samosata,Lexiphanes,tlg0062.tlg046
Lucian of Samosata,The Eunuch,tlg0062.tlg047
Lucian of Samosata,Astrology,tlg0062.tlg048
Lucian of Samosata,"The Mistaken Critic, or a Discourse on the Word",tlg0062.tlg049
Lucian of Samosata,The Gods in Council,tlg0062.tlg050
Lucian of Samosata,The Tyrannicide,tlg0062.tlg051
Lucian of Samosata,The Disinherited,tlg0062.tlg052
Lucian of Samosata,The Way To Write History,tlg0062.tlg053
Lucian of Samosata,"Dipsas, the Thirst-snake",tlg0062.tlg054
Lucian of Samosata,Saturnalia,tlg0062.tlg055
Lucian of Samosata,Herodotus and Aetion,tlg0062.tlg056
Lucian of Samosata,Zeuxis and Antiochus,tlg0062.tlg057
Lucian of Samosata,A Slip of the Tongue in Salutation,tlg0062.tlg058
Lucian of Samosata,Apology For ‘the Dependent Scholar’,tlg0062.tlg059
Lucian of Samosata,Harmonides,tlg0062.tlg060
Lucian of Samosata,A Word with Hesiod,tlg0062.tlg061
Lucian of Samosata,The Scythian,tlg0062.tlg062
Lucian of Samosata,"Hermotimus, or the Rival Philosophies",tlg0062.tlg063
Lucian of Samosata,A Literary Prometheus,tlg0062.tlg064
Lucian of Samosata,"The Ship: Or, the Wishes",tlg0062.tlg065
Lucian of Samosata,Dialogues of the Dead,tlg0062.tlg066
Lucian of Samosata,Dialogues of the Sea-gods:,tlg0062.tlg067
Lucian of Samosata,Dialogues of the Gods,tlg0062.tlg068
Lucian of Samosata,Dialogues of the Hetaerae,tlg0062.tlg069
Lucian of Samosata,The Purist Purized,tlg0062.tlg070
Lucian of Samosata,Podagra,tlg0062.tlg071
Lycophron,Alexandra,tlg0341.tlg002
Lycurgus,Against Leocrates,tlg0034.tlg001
Lysias,On the Murder of Eratosthenes,tlg0540.tlg001
Lysias,Funeral Oration,tlg0540.tlg002
Lysias,Against Simon,tlg0540.tlg003
Lysias,On A Wound By Premeditation,tlg0540.tlg004
Lysias,For Callias,tlg0540.tlg005
Lysias,Against Andocides,tlg0540.tlg006
Lysias,On the Olive Stump,tlg0540.tlg007
Lysias,Accusation of Calumny,tlg0540.tlg008
Lysias,For The Soldier,tlg0540.tlg009
Lysias,Against Theomnestus 1,tlg0540.tlg010
Lysias,Against Theomnestus 2,tlg0540.tlg011
Lysias,Against Eratosthenes,tlg0540.tlg012
Lysias,Against Agoratus,tlg0540.tlg013
Lysias,Against Alcibiades 1,tlg0540.tlg014
Lysias,Against Alcibiades 2,tlg0540.tlg015
Lysias,In Defense of Mantitheus,tlg0540.tlg016
Lysias,On The Property Of Eraton,tlg0540.tlg017
Lysias,On the Confiscation of the Property Of The Brother Of Nicias,tlg0540.tlg018
Lysias,On the Property of Aristophanes,tlg0540.tlg019
Lysias,For Polystratus,tlg0540.tlg020
Lysias,Defense Against A Charge Of Taking Bribes,tlg0540.tlg021
Lysias,Against The Corn-Dealers,tlg0540.tlg022
Lysias,Against Pancleon,tlg0540.tlg023
Lysias,On The Refusal Of A Pension,tlg0540.tlg024
Lysias,Defense Against a Charge of Subverting the Democracy,tlg0540.tlg025
Lysias,On the Scrutiny of Evandros,tlg0540.tlg026
Lysias,Against Epicrates and his Fellow-envoys,tlg0540.tlg027
Lysias,Against Ergocles,tlg0540.tlg028
Lysias,Against Philocrates,tlg0540.tlg029
Lysias,Against Nicomachus,tlg0540.tlg030
Lysias,Against Philon,tlg0540.tlg031
Lysias,Against Diogeiton,tlg0540.tlg032
Lysias,Olympic Oration,tlg0540.tlg033
Lysias,Against The Subversion of the Ancestral Constitution,tlg0540.tlg034
Lysis,Epistula ad Hipparchum (OGL),tlg0633.tlg001_OGL
Manetho Astrologus,Apotelesmatica (OGL),tlg2583.tlg001_OGL
Marcellus of Ankara,Fragmenta (OGL),tlg2041.tlg001_OGL
"Marcianus, of Heraclea",Periplus maris exteri (OGL),tlg4003.tlg001_OGL
"Marcianus, of Heraclea",Menippi periplus maris interni (epitome Marciani) (OGL),tlg4003.tlg002_OGL
"Marcianus, of Heraclea",Artemidori Geographia (Epitome Marciani) (OGL),tlg4003.tlg003_OGL
Marcus Antonius Polemon,Declamationes (OGL),tlg1617.tlg001_OGL
Marcus Aurelius,Ad Se Ipsum,tlg0562.tlg001
Marcus Diaconus,Vita Porphyrii episcopi Gazensis (OGL),tlg2806.tlg001_OGL
"Marinus, 5th century",Commentarium in Euclidis data (OGL),tlg4075.tlg002_OGL
Martyrium Perpetuae et Felcitatis,The Passion of Perpetua and Felicitas (OGL),tlg2016.tlg001_OGL
Martyrium Polycarpi,Martyrium Polycarpi (OGL),tlg1484.tlg001_OGL
Matron of Pitana,Convivium Atticum (OGL),tlg1486.tlg001_OGL
Matron of Pitana,Fragmenta (OGL),tlg1486.tlg002_OGL
Maximus of Tyre,Dialexeis (OGL),tlg0563.tlg001_OGL
"Maximus, Astrologus",Carminum de actionum auspiciis reliquiae (OGL),tlg1487.tlg001_OGL
"Maximus, Astrologus",Carminum de actionum auspiciis reliquiae (epitome) (OGL),tlg1487.tlg002_OGL
Menander,Sententiae (corresponds to version Men Ar I) (Greek) (OGL),tlg0541.tlg042_OGL
Menander Rhetor,tlg001 (OGL),tlg2586.tlg001_OGL
